vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,11,资讯舆情库,石头科技拟1500万元至3000万元回购股份，公司股价年内跌30.10%,0.97,"报告标题：石头科技拟1500万元至3000万元回购股份，公司股价年内跌30.10%；
撰写时间：2026-08-13 20:25:00；
新闻舆情来源：新浪网
原文：8月13日，石头科技公告，公司拟以集中竞价交易方式回购股份。回购金额不低于1500万元且不超过3000万元;回购价格不超154.95元/股。资金来源为自有资金，回购期限为12个月内。石头科技当前最新价为105.75元，今年以来，石头科技股价累计下跌30.10%。此次公告拟定的最高回购价格，比现价高46.52%。值得注意的是，这已经是公司今年第二次回购。此前2026年5月30日，公司公告称，公司拟使用不低于3亿元、不超过4亿元的自有资金以集中竞价交易方式回购公司股份，回购价格不超过179.86元/股。从上次回购公告发出至今，期间已经回购301.30万股，约合3亿元。期间，公司股票价格区间跌幅1.57%。股票回购往往被视为一种稳价措施。指上市公司用现金等方式从股票市场买回自家公司已经发行在外的一定数额的股票。一般来讲，回购后可以注销，也可以用于实施员工持股计划或股权激励计划等。资料显示，北京石头世纪科技股份有限公司位于北京市昌平区安居路17号院3号楼10层1001,香港湾仔皇后大道东183号合和中心46楼，成立日期2014年7月4日，上市日期2020年2月21日，公司主营业务涉及智能清洁机器人等智能硬件的设计、研发、生产和销售。主营业务收入构成为：智能扫地机及配件81.16%，其他智能电器产品18.76%，其他(补充)0.08%。石头科技所属申万行业为：家用电器-小家电-清洁小家电。所属概念板块包括：大消费、茅指数、行业龙头、顺周期、大盘均衡等。截至3月31日，石头科技股东户数2.40万，较上期增加10.70%;人均流通股10815股，较上期减少9.66%。2026年1月-3月，石头科技实现营业收入42.27亿元，同比增长23.31%;归母净利润3.23亿元，同比增长20.83%。分红方面，石头科技A股上市后累计派现15.97亿元。近三年，累计派现10.68亿元。机构持仓方面，截止2026年3月31日，石头科技十大流通股东中，香港中央结算有限公司位居第三大流通股东，持股775.16万股，相比上期减少241.58万股。华夏上证科创板50成份ETF(588000)位居第四大流通股东，持股716.76万股，相比上期减少92.76万股。华夏中证机器人ETF(562500)位居第六大流通股东，持股569.14万股，相比上期减少79.41万股。易方达国证机器人产业ETF(159530)位居第七大流通股东，持股476.88万股，相比上期增加21.78万股。易方达上证科创板50ETF(588080)位居第八大流通股东，持股390.57万股，相比上期减少365.11万股。广发多因子混合(002943)位居第十大流通股东，持股222.21万股，为新进股东。华泰柏瑞沪深300ETF(510300)退出十大流通股东之列。声明：市场有风险，投资需谨慎。本文基于第三方数据库发布，不代表新浪财经观点，任何在本文出现的信息均只作为参考，不构成个人投资建议。如有出入请以实际公告为准。如有疑问，请联系biz@staff.sina.com.cn。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,12,资讯舆情库,石头科技涨5.79%,0.6,"报告标题：石头科技涨5.79%；
撰写时间：2026-07-29 15:35:00；
新闻舆情来源：新浪财经（百家号）
原文：石头科技涨5.79%",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,13,资讯舆情库,石头科技：关于续聘会计师事务所的公告,0.53,"报告标题：石头科技：关于续聘会计师事务所的公告；
撰写时间：2026-07-23 20:00:00；
新闻舆情来源：证券日报（百家号）
原文：石头科技：关于续聘会计师事务所的公告",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,14,资讯舆情库,石头科技：2025年年度权益分派实施公告,0.75,"报告标题：石头科技：2025年年度权益分派实施公告；
撰写时间：2026-07-15 19:44:00；
新闻舆情来源：证券日报网
原文：证券日报网讯 7月15日，石头科技发布2025年年度权益分派实施公告称，公司2025年年度权益分派方案为每股派发现金红利0.5267元(含税)。股权登记日为2026年7月21日，除权(息)日为2026年7月22日。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,15,资讯舆情库,石头科技：每股派0.5267元，股权登记日为7月21日,0.74,"报告标题：石头科技：每股派0.5267元，股权登记日为7月21日；
撰写时间：2026-07-15 17:14:09；
新闻舆情来源：21快讯
原文：南财智讯7月15日电，石头科技发布2025年年度权益分派实施公告，每股派0.5267元(含税)，股权登记日为7月21日。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,16,资讯舆情库,石头科技海外扩张 新业务减亏驱动利润修复,0.53,"报告标题：石头科技海外扩张 新业务减亏驱动利润修复；
撰写时间：2026-07-03 16:12:01；
新闻舆情来源：中财网
原文：中财网讯：数据显示，石头科技2025年营业收入预计达186.9亿元，同比增长56.5%，境外收入占比已升至55.9%。公司目前是全球扫地机器人销售额第一品牌，产品线从扫地机器人延伸至洗地机、洗烘一体机及割草机器人等多品类。一份研报观点认为，海外高毛利业务持续扩张与新业务逐步减亏，将显著释放公司利润弹性。研报指出，预计2026-2028年公司营业收入将达227.3亿、271.0亿和307.5亿元，归母净利润分别为19.6亿、25.7亿和31.7亿元，同比分别增长44.0%、30.8%和23.6%，对应PE估值仅12.7倍、9.7倍和7.8倍。研报认为，全球智能扫地机器人市场仍处扩容期，2020-2024年GMV年均复合增长率达20.6%，中国百户保有量远低于美国和韩国，渗透率提升空间广阔。同时，美国线下KA渠道拓展为公司份额增长提供明确路径，多品类同步放量叠加高毛利海外业务占比提升，将推动净利率逐步修复。26Q1新业务减亏已开始将规模增长转化为实际利润改善。我们注意到，研报体现的核心逻辑是：前期投入逐步兑现规模效应，收入结构从单一品类向高毛利多品类转型，盈利能力进入修复通道。这三大因素共同构成股价向上的主要催化剂。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,17,资讯舆情库,石头科技回购301万股 金额3亿元,0.59,"报告标题：石头科技回购301万股 金额3亿元；
撰写时间：2026-07-02 17:14:00；
新闻舆情来源：东方财富网（手机版）
原文：7月2日，石头科技（688169）发布公告，公司已回购301万股，占总股本的1.1622%，实际回购金额为3亿元，回购价格区间为89.63元/股至114.98元/股。
2026年一季度，石头科技实现收入42.27亿元，归母净利润3.23亿元。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,18,资讯舆情库,石头科技(688169.SH)：已累计回购1.1622%股份,0.65,"报告标题：石头科技(688169.SH)：已累计回购1.1622%股份；
撰写时间：2026-07-02 17:02:11；
新闻舆情来源：格隆汇
原文：格隆汇7月2日|石头科技(688169.SH)公布，截至本公告披露日，本次公司通过上海证券交易所交易系统以集中竞价交易方式已累计回购股份301.3028万股，已回购股份占公司总股本的比例为1.1622%，回购最高价格114.98元/股，回购最低价格为89.63元/股，回购均价99.57元/股，使用资金总额30,000.5991万元(不含印花税、交易佣金等交易费用)。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,19,资讯舆情库,“扫地茅” 石头科技二闯港股，再次申报失效,0.57,"报告标题：“扫地茅” 石头科技二闯港股，再次申报失效；
撰写时间：2026-07-02 12:05:00；
新闻舆情来源：21财经APP
原文：曾坐上千亿市值宝座的 “扫地茅” 石头科技，在港交所的门口，又一次踩空了。6月30日，随着 2025 年 12 月 31 日递交的第二份招股书届满 6 个月有效期，石头科技的港股 IPO 申请正式自动失效。这是继 2025 年 6 月首次递表折戟后，公司第二次冲击港交所主板失利。回头看石头科技的港股闯关时间表，每一步都踩得很紧，却始终差最后那临门一脚。2025 年 6 月 27 日，公司首次向港交所递交上市申请，拟发行不超过 3310.8 万股 H 股，由摩根大通与中信证券担任联席保荐人。按照港交所上市规则，招股书自递交之日起有效期为 6 个月，未在期内完成聆讯及挂牌流程，申请将自动失效。首次申请到期后，公司仅间隔一日便在12月31日更新财务数据二次递表。彼时市场普遍判断，二度递表意味着前期障碍已基本扫清，上市进程将大幅提速。后续进展也一度印证这一预期：2025年12月24日获证监会境外发行上市备案通知书，2026年1月15日顺利通过港交所上市聆讯，距离正式挂牌只剩招股定价一步之遥。谁也没料到，过了聆讯这道核心关卡，石头科技反而停在了原地。比起市场情绪波动，合规硬伤才是拖慢节奏的核心拖累。证监会在备案反馈中提出的三大问题，至今仍被市场认为是绕不开的坎：其一，石头科技通过 APP 提供的智能设备联网服务属于第二类增值电信业务，按规定外资持股比例不得超过 50%，而赴港上市的境外融资属性，或导致外资占比触及合规红线;其二，公司产品覆盖全球 170 余个国家和地区，2024年海外收入占比已超五成，大量家庭用户数据的收集与跨境传输，在《数据安全法》框架下面临严格的出境合规审查;其三，公司备案材料中控股股东认定标准前后不一致，治理结构的清晰度存疑。这些问题涉及业务资质、数据安全与公司治理，大多无法靠短期整改快速落地，最终让第二份招股书在有效期内没能走完完整的挂牌流程。强行赶窗口期上市，未必是笔划算的买卖。2026年以来，港股消费科技板块整体估值持续承压，资金大量向 AI 主题赛道集中，清洁电器赛道的市场关注度与估值中枢不断下移。截至2026年6月，石头科技 A 股市值已不足 400 亿元，较 2021 年巅峰时期的近千亿市值蒸发超六成。若在此时点强行发行 H 股，不仅融资规模不及预期，还可能进一步拉低 A 股估值，稀释现有股东权益。6月17日，公司在投资者互动平台的回应也侧面印证了观望态度：H 股发行相关工作已取得批复，正在动态评估合适的市场窗口，定价原则旨在平衡全体股东利益。上市节奏可以等，生意的仗却不能停。石头科技用营收的高速狂奔，换来了市场份额，也暂时让出了利润空间。根据公司2025年年报数据，全年实现营业收入 186.95 亿元，同比增长56.51%，创下历史新高;但归母净利润仅 13.63 亿元，同比下滑31.03%，扣非净利润 10.92 亿元，同比下降32.60%。增收不增利的背后，是销售费用的大幅攀升与毛利率的持续收窄：2025年公司销售费用达 48.94 亿元，同比暴涨64.95%，日均营销投入超 1300 万元;毛利率同比下降7.98%，净利率收窄至 7.30%。产品结构上，智能扫地机主业占比超八成，洗地机等新品类收入同比增长超两倍，成为第二增长曲线;区域布局上，境外收入占比升至 55.93%，首次超过境内市场，全球化战略成效显著。进入2026年，前期投入的规模效应逐步显现，一季度公司实现营收 42.27 亿元，同比增长23.31%，归母净利润 3.23 亿元，同比回升20.83%，盈利拐点初现。规模冲得越快，行业的火药味就越浓。头部玩家的专利博弈，已经从国内打到了全球市场。2025年7月起，竞争对手科沃斯在中、美、欧三地同步对石头科技发起专利诉讼，甚至在德国 IFA 展期间申请单方证据保全，突袭石头科技展台。石头科技随即展开反击，同年10月，德国慕尼黑法院针对科沃斯 N20 系列主力产品发布临时禁令，认定其侵犯石头科技模块化清洁结构专利。2026年3月，欧洲统一专利法院进一步裁定，科沃斯此前的单方申请构成程序滥用，需承担石头科技全部诉讼费用。2026年4月，石头科技又在国内泉州、深圳两地起诉科沃斯专利侵权，双方的技术战场持续扩容。从已披露的判决结果看，石头科技暂占上风，但专利战的长期消耗与后续走向，仍存在不少不确定性。面对上市遇阻与行业混战，石头科技也没坐以待毙，从资本市场到产品端连续出手托底。2026年2月公司宣布启动股份回购，截至6月26日已累计回购股份 264.58 万股，占公司总股本的 1.02%，成交均价区间为 91.78 元/股至 114.98 元/股，累计支付资金 2.66 亿元，已达回购方案资金下限的 88.67%。产品端持续推新，2026 年推出的旗舰机型 Saros 20 Sonic 斩获德国 iF 设计大奖，在韩国上市 10 天销售额突破 280 亿韩元(约1.3亿元人民币)，市场表现亮眼。研发端则将新一代智能扫地机器人研发项目延期至 2027 年 4 月，同步新增多家子公司作为实施主体，优化研发资源布局。招股书失效，从来不等于上市计划彻底终止。对石头科技来说，这更像是一次主动与被动交织的暂缓。",2026-08-16T09:18:41.807905+08:00
gildata,NewsDataQuery,石头科技 2026年 股价下跌 关税 减持 业绩 利空,20,资讯舆情库,石头科技2025年归母净利润下滑31.03%，年内股价跌幅接近四成,0.96,"报告标题：石头科技2025年归母净利润下滑31.03%，年内股价跌幅接近四成；
撰写时间：2026-06-30 17:33:00；
新闻舆情来源：第一家电网
原文：作为全球扫地机器人龙头企业，石头科技凭借稳固的市场份额持续领跑行业，最新行业数据显示，公司已连续两年实现全球扫地机器人销量、销售额双双第一。然而，亮眼的行业地位与市场表现未能支撑其股价，2026年以来石头科技持续震荡下行，截至6月29日，该股年内跌幅逼近四成，最新总市值242.5亿元。公司近期重磅推出不超过4亿元的股份回购计划，试图稳定市场信心。行业权威数据IDC3月发布的《全球家用智能清扫机器人市场跟踪报告》显示，2025年全球扫地机器人品类总出货量2412.4万台，石头科技以17.7%的清洁机器人整体市场份额、27.0%的扫地机器人细分市场份额稳居全球双第一，连续两年包揽扫地机器人全球销量、销额榜首，全年出货量达580万台，同比大幅增长76.5%，大幅领先行业第二名。目前公司产品覆盖全球170余个国家和地区，服务超2000万家庭，海外市场竞争力持续凸显，2026年亚马逊Prime Day期间，公司产品在欧洲扫地机品类市占率达45%，登顶德国、英国等五大欧洲核心市场。国内消费市场同样表现稳健，据奥维云网2026年618全周期监测数据，公司清洁电器全渠道销售额同比增长23%，扫地机器人单品市占率达35.73%，稳居行业榜首。然而，公司业绩却呈现阶段性增收不增利特征。据石头科技2025年年报数据，公司全年实现营业收入186.95亿元，同比大幅增长56.51%，营收规模创下历史新高;但归母净利润仅13.63亿元，同比下滑31.03%，扣非归母净利润10.92亿元，同比降幅达32.60%，盈利端大幅收缩。盈利下滑核心源于行业价格战让利、海外渠道投入加码以及洗地机等新业务持续亏损投入，叠加整体产品毛利率同比回落7.79个百分点，盈利能力明显走弱。一季报显示，公司当期营收42.27亿元，同比增长23.31%，归母净利润3.23亿元，同比增长20.83%，阶段性扭转盈利下滑趋势。石头科技2026年年初最高股价达165.21元，随后持续回落，截至6月29日，该股收盘报93.55元，年内跌幅接近四成;相较去年公司股价最高时的222.1元，已经腰斩。面对股价大幅回调，石头科技迅速启动大额股份回购计划稳定市场预期。5月29日，公司发布公告，收到控股股东、董事长昌敬的股份回购提议，拟使用3亿-4亿元自有资金，以集中竞价交易方式回购公司股份，用于维护公司价值及股东权益。根据6月2日公司正式披露的回购报告书，本次回购价格上限定为179.86元/股，回购期限为董事会审议通过方案之日起三个月内。6月2日，公司完成本次回购计划的首次实施，累计回购11.37万股，成交总金额约1200万元。从市场走势来看，首次回购落地后，公司股价短暂企稳后再度震荡走弱，未能走出反弹行情。业内分析人士表示，股份回购短期能够传递公司看好自身发展、现金流充裕的信号，但难以化解中长期市场担忧。",2026-08-16T09:18:41.807905+08:00
