reportDate,thscode,secName,ctime,reportTitle,pdfURL,seq,time
2026-06-13,,恒力石化,2026-06-12 15:45:05,恒力石化：恒力石化关于购买资产暨关联交易的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5148163239&token=NTE0ODE2MzIzOTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo1M2FhOTg2NWE4NmExOTk2YjNiYmYzNTVjYTU2NTYzMw==&userid=839213290&ip=47.94.84.113,5148163239,
2026-05-26,,恒力石化,2026-05-25 17:27:56,恒力石化：恒力石化2025年年度权益分派实施公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5114760318&token=NTExNDc2MDMxODo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo5OTVmY2QyNzFiMzc1OTlhNjY2ODI3YjZlZGE2OTYzMA==&userid=839213290&ip=47.94.84.113,5114760318,
2026-05-12,,恒力石化,2026-05-11 16:15:31,恒力石化：恒力石化2025年度可持续发展报告（英文版）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5088096035&token=NTA4ODA5NjAzNTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpkMDZiMDhhOWU2OTM2NmRkZTM3OTM5ZjNiN2M0NDEyMQ==&userid=839213290&ip=47.94.84.113,5088096035,
2026-05-12,,恒力石化,2026-05-11 16:15:27,恒力石化：恒力石化2025年年度报告（英文版）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5088096012&token=NTA4ODA5NjAxMjo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo4NTQ2YTM3NjM0MmY4OTk1N2JjZjBmYzVlMWM3NDNiZQ==&userid=839213290&ip=47.94.84.113,5088096012,
2026-05-09,,恒力石化,2026-05-08 18:37:14,恒力石化：恒力石化关于召开2025年年度暨2026年第一季度业绩说明会的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5085092171&token=NTA4NTA5MjE3MTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplOTQ4YmMwOGEzNDAzY2RlMzMzNjBiYzE2MDZmYjI5NQ==&userid=839213290&ip=47.94.84.113,5085092171,
2026-05-09,,恒力石化,2026-05-08 18:37:14,恒力石化：北京市天元律师事务所关于恒力石化股份有限公司召开2025年年度股东会的法律意见,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5085092169&token=NTA4NTA5MjE2OTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo2ZmY0N2MwMmRjOTYyZDEwOWU4ZDVjYjNjMjA3MTgwZQ==&userid=839213290&ip=47.94.84.113,5085092169,
2026-05-09,,恒力石化,2026-05-08 18:37:12,恒力石化：恒力石化2025年年度股东会决议公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5085092143&token=NTA4NTA5MjE0Mzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo3NzY3ZDVmNzQ2MjI4MTY1ZDk1NzI1OTBjNjIwMDE0YQ==&userid=839213290&ip=47.94.84.113,5085092143,
2026-05-01,,恒力石化,2026-04-30 15:52:52,恒力石化：恒力石化2025年年度股东会会议材料,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5064583552&token=NTA2NDU4MzU1Mjo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTowNTY3MmExMmZhMzNlMDcxNWEwYjVmYzhhMmY0M2VjMw==&userid=839213290&ip=47.94.84.113,5064583552,
2026-04-27,,恒力石化,2026-04-26 18:26:59,恒力石化：恒力石化关于重要子公司被美国财政部列入SDN清单的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5051246823&token=NTA1MTI0NjgyMzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo4ZTY5ZmIzMWY1YjA1OTZiZGNmMWIwMzcyYjY5OWVjOA==&userid=839213290&ip=47.94.84.113,5051246823,
2026-04-22,,恒力石化,2026-04-21 15:40:57,恒力石化：恒力石化第十届董事会第四次会议决议公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5039423069&token=NTAzOTQyMzA2OTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpiMDdhNjY5ZTRlMjBhMTc1NjU3MDRhNjEzNjcxM2JmYg==&userid=839213290&ip=47.94.84.113,5039423069,
2026-04-22,,恒力石化,2026-04-21 15:40:57,恒力石化：恒力石化2026年一季度主要经营数据公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5039423070&token=NTAzOTQyMzA3MDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpkNThjNzM1NGY2NDdmNTdmZDZkZjQxNjI5MGE3ODA5YQ==&userid=839213290&ip=47.94.84.113,5039423070,
2026-04-22,,恒力石化,2026-04-21 15:40:56,恒力石化：恒力石化2026年第一季度报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5039423067&token=NTAzOTQyMzA2Nzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplMzhkZmMwODBmNTg2ZGY3OGQyMTA0ZjYzZWFmMGU1Yg==&userid=839213290&ip=47.94.84.113,5039423067,
2026-04-15,,恒力石化,2026-04-14 17:18:16,恒力石化：恒力石化2025年度可持续发展报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025690625&token=NTAyNTY5MDYyNTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo1MzdkZGI2N2VhYjNhYzYwY2RmN2YxYjg0MzM0MmNlZA==&userid=839213290&ip=47.94.84.113,5025690625,
2026-04-15,,恒力石化,2026-04-14 17:17:47,恒力石化：恒力石化2025年度审计报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689678&token=NTAyNTY4OTY3ODo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplZWQ0NjdjM2EyYjgzYjU2OWEwOGQxN2FhZTc5OGRlYg==&userid=839213290&ip=47.94.84.113,5025689678,
2026-04-15,,恒力石化,2026-04-14 17:17:46,恒力石化：恒力石化2025年度可持续发展报告摘要,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689673&token=NTAyNTY4OTY3Mzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpjMDVlMzZlMDM1NWIzNmI3MDIwNDAxYjNlNmRiYmZkYw==&userid=839213290&ip=47.94.84.113,5025689673,
2026-04-15,,恒力石化,2026-04-14 17:17:45,恒力石化：恒力石化对会计师事务所2025年度履职情况评估报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689671&token=NTAyNTY4OTY3MTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplYWUxMzJiMzVjN2U2NDE4MTBlMTkzMmE3ZTg0M2I5ZQ==&userid=839213290&ip=47.94.84.113,5025689671,
2026-04-15,,恒力石化,2026-04-14 17:17:40,恒力石化：恒力石化2025年年度报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689660&token=NTAyNTY4OTY2MDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo0NzczOGNhNGI2ZGMyZmIzMmE3ZTcwN2Y4NmVkZGYwYg==&userid=839213290&ip=47.94.84.113,5025689660,
2026-04-15,,恒力石化,2026-04-14 17:17:38,恒力石化：恒力石化关于2026年度日常性关联交易预计情况的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689390&token=NTAyNTY4OTM5MDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo2ZjE5MGUzZmRjNmQxMzMxMzMwZDU1NGUzMzBjOTU4Ng==&userid=839213290&ip=47.94.84.113,5025689390,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化2025年度内部控制审计报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689389&token=NTAyNTY4OTM4OTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo3YzA1M2NjMzRhY2Q3NzQ1NmY0ZTc2M2FhOWJjNTQ2NQ==&userid=839213290&ip=47.94.84.113,5025689389,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化关于2026年度担保计划的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689388&token=NTAyNTY4OTM4ODo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNToyNWEzNDFjN2UyNTcwYzE0MGQ1ODIwOTMzZmE1MjlmYg==&userid=839213290&ip=47.94.84.113,5025689388,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化关于2026年度委托理财投资计划的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689386&token=NTAyNTY4OTM4Njo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTozOWNhYzkwOTlhMWM3MTAzOGI2OTRjZThiODJmYTA2MA==&userid=839213290&ip=47.94.84.113,5025689386,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：董事会关于独立董事独立性自查情况的专项意见,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689384&token=NTAyNTY4OTM4NDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo5ODFiMTUzNTRjNzA5OWI3NDJhY2ZiMzNkZjdkZGFhNw==&userid=839213290&ip=47.94.84.113,5025689384,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化关于开展2026年度外汇衍生品交易业务的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689385&token=NTAyNTY4OTM4NTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTowNjQ0Mzc0MTAzNjkyMzI2MzAwOTVlM2JiNzI4NzZiMQ==&userid=839213290&ip=47.94.84.113,5025689385,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化2025年度独立董事述职报告（邬永东）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689382&token=NTAyNTY4OTM4Mjo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTozYjVmYjBiZGEwN2MxNzY1OTMzNDg0ZDlmZjNkZWFkYQ==&userid=839213290&ip=47.94.84.113,5025689382,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：董事、高级管理人员薪酬管理制度,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689387&token=NTAyNTY4OTM4Nzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplYmI3ZTE1OTI3OGU1OTU5NTlkZWRiZjA0NDUwMGUzNQ==&userid=839213290&ip=47.94.84.113,5025689387,
2026-04-15,,恒力石化,2026-04-14 17:17:37,恒力石化：恒力石化董事会审计委员会2025年度履职情况报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689383&token=NTAyNTY4OTM4Mzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo4MWQzNjM4ZmNmYjBkZjgwNjI5MmM5MmE0OGJmY2JhZg==&userid=839213290&ip=47.94.84.113,5025689383,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化关于开展2026年度期货套期保值业务的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689375&token=NTAyNTY4OTM3NTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTowZTkxNjQ2NWY0ZTBhYzllNGZmZGM2M2VhZWI2MTUzMQ==&userid=839213290&ip=47.94.84.113,5025689375,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化关于2026年度申请综合授信额度的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689372&token=NTAyNTY4OTM3Mjo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpiNTBhYjY1MDU2OTIyNTJhNzY1MGI4MWJhODMxNjMyMA==&userid=839213290&ip=47.94.84.113,5025689372,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化关于召开2025年年度股东会的通知,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689379&token=NTAyNTY4OTM3OTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTozYzU2MmU0MjI1N2Q5YWU0NzM3ZTlkYTYwYWI2Mzk5YQ==&userid=839213290&ip=47.94.84.113,5025689379,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化2025年度利润分配方案公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689373&token=NTAyNTY4OTM3Mzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTplYTUyNDVjOWMxYjgyYjQ2M2NkZDExN2U5MjdlMDBmZQ==&userid=839213290&ip=47.94.84.113,5025689373,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化第十届董事会第三次会议决议公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689374&token=NTAyNTY4OTM3NDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo0NGU2N2ViOWQxNjgxOGNhNGE2M2U1YTlmNjY2YzRhYg==&userid=839213290&ip=47.94.84.113,5025689374,
2026-04-15,,恒力石化,2026-04-14 17:17:36,恒力石化：恒力石化关于续聘会计师事务所的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689371&token=NTAyNTY4OTM3MTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTpjYWJlMGQ4MjYzNDY2MWU0MTc3ZDdiYjNhNmQ1M2FhZg==&userid=839213290&ip=47.94.84.113,5025689371,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化2025年度主要经营数据公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689367&token=NTAyNTY4OTM2Nzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo0ZjA2NWVhZWFmMDQ1NzU1ZjM2YzZhMDI3MjRiZTc5Zg==&userid=839213290&ip=47.94.84.113,5025689367,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化2025年度内部控制评价报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689360&token=NTAyNTY4OTM2MDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo2MTU3Y2JmMDQ4NDA5OWEwYjA0MDJkNjAzZDI0MzY5Zg==&userid=839213290&ip=47.94.84.113,5025689360,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化2025年度独立董事述职报告（薛文良）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689362&token=NTAyNTY4OTM2Mjo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo4NGRiZGNiYzA4NDZjMDI3N2Y4Y2JhZDdmMGE5N2YzMg==&userid=839213290&ip=47.94.84.113,5025689362,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化董事会审计委员会2025年度对会计师事务所履行监督职责情况的报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689366&token=NTAyNTY4OTM2Njo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo0M2IzMGIwNGE4YWVkNTRmZGRiOTFkZjQxMjdkYTM2MQ==&userid=839213290&ip=47.94.84.113,5025689366,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：中汇会计师事务所（特殊普通合伙）关于恒力石化股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689365&token=NTAyNTY4OTM2NTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo3Y2FlOGNmOTQ2MTM2MjExMzI3MTMxMzkxZWYxMmVkYQ==&userid=839213290&ip=47.94.84.113,5025689365,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化2025年度独立董事述职报告（刘俊）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689368&token=NTAyNTY4OTM2ODo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTphYmI2OGZjNmMyMDM0NTU0OWE2MGJiZjM3OTUwZDI3Yg==&userid=839213290&ip=47.94.84.113,5025689368,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化“提质增效重回报”专项行动2025年度评估报告暨2026年度行动方案,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689370&token=NTAyNTY4OTM3MDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo4ZGIxNDdkYzlhZjJlYzY0MGE2ZThkYjQ4OGM0ZjYzZQ==&userid=839213290&ip=47.94.84.113,5025689370,
2026-04-15,,恒力石化,2026-04-14 17:17:35,恒力石化：恒力石化2025年年度报告摘要,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5025689364&token=NTAyNTY4OTM2NDo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTphZWU1OGVhYTI2YzljZGNmNWFhYzFlNzIyYzAxNDMyYg==&userid=839213290&ip=47.94.84.113,5025689364,
2026-03-26,,恒力石化,2026-03-25 17:06:14,恒力石化：恒力石化关于2026年度第一期短期融资券发行结果的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4994857185&token=NDk5NDg1NzE4NTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNToxNzg3N2RkMTliY2UwNTFjNWM2YTM5NmFiMjhlM2RmOQ==&userid=839213290&ip=47.94.84.113,4994857185,
2026-03-14,,恒力石化,2026-03-13 16:11:16,恒力石化：恒力石化关于控股股东解除部分股份质押的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4966735537&token=NDk2NjczNTUzNzo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo3ZGQ1YTQ3YWJkYmI0MGQ2OTlmMzRmZTAxNDJkMDMwMA==&userid=839213290&ip=47.94.84.113,4966735537,
2026-03-10,,恒力石化,2026-03-09 17:17:15,恒力石化：恒力石化关于第五期员工持股计划锁定期届满的提示性公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960319586&token=NDk2MDMxOTU4Njo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTo0ZGYzMmRiZDRmMDFiMGZmMzQ2NWM0MjZkM2Y3YTBlZQ==&userid=839213290&ip=47.94.84.113,4960319586,
2026-02-28,,恒力石化,2026-02-27 15:46:50,恒力石化：恒力石化关于实际控制人增持公司股份结果的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4944388485&token=NDk0NDM4ODQ4NTo6OmRzc2VydmljZTo4MzkyMTMyOTA6NDcuOTQuODQuMTEzOjoxOjA6MTc4NjU0NzYyNTowMjRkYmJiMjQxODg3NWYzZGEwMDJmNTg5ODkyNTIwOQ==&userid=839213290&ip=47.94.84.113,4944388485,
