content,date,doc_type,relevance,title,url
"### 珀莱雅回购注销24.24万股限制性股票

- **回购注销原因**  
  - 因14名激励对象离职不再符合激励条件，按《2022年限制性股票激励计划》规定回购其未解限股票242,424股。  
  - 回购价格因2024年权益分派由54.203元/股调整为53.013元/股（2025年6月实施调整）。

- **注销股份详情**  
  - **数量与日期**：242,424股于2025年8月21日注销。  
  - **股本影响**：注销后有限售条件股份减少至600,096股，总股本降至396,005,182股。

- **决策与程序**  
  - 董事会及监事会于2025年6月26日审议通过回购议案，并完成债权人通知程序（无异议）。  
  - 法律意见书确认程序合规，需后续办理减资及注销手续。

- **依据条款**  
  - 根据《激励计划》规定，离职激励对象未解限股票需按授予价回购，且已履行分红调整条款。证券代码：603605
证券简称：珀莱雅
公告编号：2025-037
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于2022年限制性股票激励计划部分限制性股票回购注销实施公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。

---
（一）2025年6月26日，公司召开第四届董事会第五次会议和第四届监事会第四次会议，审议通过了《关于调整2022年限制性股票激励计划回购价格的议案》、《关于回购注销部分股权激励限制性股票的议案》。鉴于公司2024年年度权益分派已于2025年6月实施完成，根据本激励计划的规定，将授予的限制性股票回购价格由54.203元/股调整为53.013元/股；鉴于授予的14名激励对象已离职而不再符合激励条件，同意将对其已获授但尚未解除限售的242,424股限制性股票进行回购注销。综上，本次回购注销的限制性股票合计242,424股。
（二）公司本次回购注销限制性股票将涉及注册资本减少，根据《中华人民共和国公司法》等相关法律、法规的规定，公司已就上述股份回购注销事项履行了通知债权人程序，具体内容详见公司于2025年6月27日披露的《珀莱雅化妆品股份有限公司关于回购注销部分限制性股票通知债权人的公告》（公告编号：2025-035）。在前述公告约定的申报时间内，公司未收到相关债权人向公司提出清偿债务或者提供相应担保的要求。
",2025-08-19,announcement,0.4682,珀莱雅:关于2022年限制性股票激励计划部分限制性股票回购注销实施公告,https://m.wind.com.cn/mobwftweb/M/?code=2E18920BBC1E&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/4D09C86F8D9BAB53BF7FEA487F3E06B9
"**珀莱雅2025年第三季度业绩说明会召开公告**

本次业绩说明会旨在就公司2025年第三季度经营成果与财务状况与投资者进行互动交流，会议定于2025年11月10日13:00-14:00通过上海证券交易所上证路演中心（https://roadshow.sseinfo.com/）以图文展示+网络文字互动问答形式召开。公司董事长侯军呈、总经理侯亚孟、独立董事马冬明与葛伟军、董事会秘书薛霞及财务负责人金昶将出席。投资者可于2025年11月3日至11月7日16:00前通过上证路演中心“提问预征集”栏目或邮箱proyazq@proya.com提交问题，公司将在说明会上对普遍关注问题予以回应。说明会内容将于会后在上证路演中心网站公开回看。公告未涉及募集资金使用或股权激励考核标准。证券代码：603605
证券简称：珀莱雅
公告编号：2025-070
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于召开2025年第三季度业绩说明会的公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
",2025-10-31,announcement,0.4679,珀莱雅:关于召开2025年第三季度业绩说明会的公告,https://m.wind.com.cn/mobwftweb/M/?code=3715AE6805DA&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/6F5491E226DC99A4FC67C0824122BDF6
"### 珀莱雅回购注销限制性股票
- **通知债权人的原由**  
  公司第四届董事会第六次会议及第四届监事会第五次会议于2025年8月25日审议通过了《关于回购注销部分股权激励限制性股票的议案》。由于3名激励对象已离职，不再符合激励条件，公司决定回购注销其尚未解除限售的29,344股限制性股票。

- **公司股本与注册资本变化**  
  本次回购注销完成后，公司总股本将由396,005,182股减少至395,975,838股，注册资本也将由人民币396,005,182元减少至人民币395,975,838元。

- **需债权人知晓的相关情况**  
  根据《中华人民共和国公司法》等相关法律法规，公司通知债权人：  
  - 已接到通知的债权人，自接到通知起30日内可凭有效债权文件要求公司清偿债务或提供担保。  
  - 未接到通知的债权人，自公告披露之日起45日内可申报。  
  - 债权人逾期未申报，不影响其债权有效性，公司仍按原债权文件履行义务。  
  - 债权人需提供相关证明材料，法人需携带营业执照副本及法定代表人身份证明，自然人需携带身份证件。委托申报的还需提供授权委托书及代理人身份证明。

- **债权申报方式**  
  - **登记地点**：杭州市西湖区西溪路588号珀莱雅大厦  
  - **申报时间**：2025年8月27日起45天内（工作日9:00-11:30；13:30-17:00）  
  - **联系人**：王小燕  
  - **联系电话**：0571-87352850  
  - **传真号码**：0571-87352813证券代码：603605
证券简称：珀莱雅
公告编号：2025-050
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于回购注销部分限制性股票通知债权人的公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
",2025-08-27,announcement,0.4632,珀莱雅:关于回购注销部分限制性股票通知债权人的公告,https://m.wind.com.cn/mobwftweb/M/?code=E2B982A476D8&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/3F188B08273FBDD5FB14E65D69044364
"### 珀莱雅股份回购进展公告摘要

**一、回购股份的基本情况**  
公司于2025年12月30日审议通过股份回购方案，拟使用自有资金通过集中竞价方式回购股份，回购总额不低于8,000万元（含）、不超过15,000万元（含），回购价格不超过100元/股，不高于董事会决议前30个交易日均价的150%，回购期限为12个月，回购股份拟用于股权激励或员工持股计划。该方案已于2025年12月31日公告披露。

**二、回购股份的进展情况**  
公司于2026年1月15日首次实施回购，截至2026年1月31日，累计回购股份290,800股，占总股本395,975,998股的0.07%；回购最高价73.00元/股，最低价69.76元/股，累计支付资金总额20,497,169.00元（不含交易费用），回购价格与金额均在方案范围内，符合监管规定。

**三、其他事项**  
公司将依据《上市公司股份回购规则》及上交所自律监管指引，在回购期限内根据市场情况择机实施后续回购，并持续履行信息披露义务，提示投资者注意投资风险。证券代码：603605
证券简称：珀莱雅
公告编号：2026-005
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于股份回购进展公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
重要内容提示：
注：本公告以截至2026年2月1日的公司总股本即395,975,998股为准。
",2026-02-03,announcement,0.4594,珀莱雅:关于股份回购进展公告,https://m.wind.com.cn/mobwftweb/M/?code=B8F67DFA4E32&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/C63A02231071797DA717719D34D363E0
"### 珀莱雅收购花知晓12.5479%股权交易摘要

本次交易为珀莱雅通过全资子公司珀莱雅（海南）以自有资金现金收购自然人杨子枫持有的深圳花知晓电子商务有限公司12.5479%股权，交易金额为351,142,798元（含税）。交易完成后，珀莱雅（海南）持股比例由38.4521%提升至51%，花知晓公司正式纳入上市公司合并报表范围，实现控制权变更。

评估基准日为2025年12月31日，标的公司股东全部权益评估值为2,827,000,000元（28.27亿元），采用收益法作为最终评估方法，评估增值率达595.76%。交易价格在评估值基础上经双方协商确定，定价依据公允，未设置业绩对赌条款。资金来源为自有资金，支付方式为分期付款，分两期各50%支付，通过共管账户监管。

花知晓公司成立于2020年6月10日，注册资本389.94万元，主营业务为化妆品零售与进出口，所属行业为F52零售业。2025年度经审计财务数据未在表中列示具体数值，但2026年1–3月数据为未经审计状态。公司旗下“花知晓”品牌以少女心设计为差异化定位，与珀莱雅现有彩妆矩阵形成互补，强化多品牌战略与出海能力。

本次交易不构成关联交易或重大资产重组，无需提交股东大会审议，已获董事会审议通过。交易尚需完成经营者集中申报，为当前主要不确定性因素。过渡期条款严格限制转让方对标的公司进行增资、分红、担保或重大决策，确保交割前资产与经营稳定。交割后6个月内将委派财务总监，12个月内完成财务体系整合。

花知晓公司无对外担保，截至公告日委托理财余额17,100万元，占上市公司净资产2.78%。本次交易将形成商誉，未来需每年进行减值测试，若经营不及预期，存在减值风险。杨子枫未被列为失信被执行人，标的股权权属清晰，无质押、冻结等限制。证券简称：珀莱雅
珀莱雅化妆品股份有限公司关于收购深圳花知晓电子商务有限公司部分股权的公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
",2026-05-22,announcement,0.4571,珀莱雅:关于收购深圳花知晓电子商务有限公司部分股权的公告,https://m.wind.com.cn/mobwftweb/M/?code=A1D3A1F6D8D3&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/29A0E9445D2884BB591E39E93D40ABAA
"### 珀莱雅召开2025年半年度业绩说明会  
- **会议时间**  
  2025年9月29日（星期一）14:00-15:00  

- **会议地点与方式**  
  上证路演中心（网址：https://roadshow.sseinfo.com/），采用图文展示+网络文字互动问答形式  

- **问题征集时间与方式**  
  投资者可在2025年9月22日至9月26日16:00前，通过上证路演中心“提问预征集”栏目（https://roadshow.sseinfo.com/preCallQa）或公司投资者关系邮箱（proyazq@proya.com）提交问题  

- **参会人员**  
  董事长侯军呈先生、董事兼总经理侯亚孟先生、独立董事马冬明先生与葛伟军先生、董事会秘书薛霞女士  

- **投资者参与方式**  
  在2025年9月29日14:00-15:00期间，登录上证路演中心网站在线参与，公司将及时回应提问  

- **会后信息获取**  
  说明会结束后，投资者可通过上证路演中心网站查看相关内容及说明会情况  

- **联系方式**  
  联系人：董事会办公室  
  电话：0571-87352850  
  邮箱：proyazq@proya.com证券代码：603605
证券简称：珀莱雅
公告编号：2025-057
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于召开2025年半年度业绩说明会的公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
",2025-09-19,announcement,0.4553,珀莱雅:关于召开2025年半年度业绩说明会的公告,https://m.wind.com.cn/mobwftweb/M/?code=83E732B65AD9&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/25BBE31BBD5938DC74E1C7D783E77F13
"### 公司H股发行申请进展公告

珀莱雅化妆品股份有限公司已于2025年10月30日向香港联交所提交H股发行申请，并于2026年4月30日更新递交了申请材料。更新文件已在香港联交所网站刊登，供投资者查阅。

公司明确表示，H股发行对象仅限于符合相关条件的境外投资者及依据中国法律法规有权进行境外证券投资的境内合格投资者。因此，公司不会在境内证券交易所网站或监管机构规定的媒体上刊登申请资料，但为便于境内投资者了解相关信息，提供了申请资料的查询链接。

公司强调，本次发行尚需取得中国证监会、香港证监会及香港联交所的批准、核准或备案，存在不确定性。公司将依法及时披露相关进展，提醒投资者注意投资风险。

公告同时指出，申请材料为草拟版本，可能随时更新或修订，投资者不应据此做出投资决定。公司对公告内容的真实性、准确性和完整性承担法律责任。珀莱雅化妆品股份有限公司（以下简称“公司”）正在推进申请境外发行股份（H股）并在香港联合交易所有限公司（以下简称“香港联交所”）主板挂牌上市（以下简称“本次发行”）的相关工作。公司已于2025年10月30日向香港联交所递交了本次发行的申请，并在香港联交所网站刊登了本次发行的申请材料。
根据公司本次发行的时间安排及香港联交所的相关规定，公司于2026年4月30日向香港联交所更新递交了本次发行的申请，并于同日在香港联交所网站刊登了相关更新文件。该申请材料为公司按照香港联交所及香港证券及期货事务监察委员会（以下简称“香港证监会”）的要求编制和刊发，为草拟版本，其所载资料可能会适时作出更新及修订，投资者不应根据其中的资料作出任何投资决定。
鉴于本次发行的发行对象仅限于符合相关条件的境外投资者及依据中国相关法律法规有权进行境外证券投资的境内合格投资者，公司将不会在境内证券交易所的网站和符合监管机构规定条件的媒体上刊登该申请资料，但为使境内投资者及时了解该等申请资料披露的本次发行以及公司的其他相关信息，现提供该申请资料在香港联交所网站的查询链接供查阅：
中文：
https://www1.hkexnews.hk/app/sehk/2026/108491/documents/sehk26043004088_c.pdf
英文：
https://www1.hkexnews.hk/app/sehk/2026/108491/documents/sehk26043004089. pdf
",2026-05-06,announcement,0.4529,珀莱雅:关于发行H股并上市的进展公告,https://m.wind.com.cn/mobwftweb/M/?code=D607D5F4F26B&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/1863D96C040652BA8BA5AE84B973D7BA
"# 珀莱雅“珀莱转债”2025年第四年付息公告内容总结

## 核心结论

**珀莱转债2025年第四年付息安排明确**

1. **2025年第四年付息方案已明确**：根据《募集说明书》，“珀莱转债”第四年票面利率为1.50%（含税），每张面值100元的可转债兑息金额为1.50元（含税）。计息期间为2024年12月8日至2025年12月7日。

2. **付息日及债权登记日安排清晰**：付息债权登记日为2025年12月5日，除息日与兑息日均为2025年12月8日。公司将在兑息日前两个交易日将利息划入指定账户。

3. **付息对象为登记在册的全体持有人**：截至2025年12月5日上海证券交易所收市后，在中国证券登记结算有限责任公司上海分公司登记在册的“珀莱转债”持有人将获得本次利息。

4. **利息所得税处理明确**：  
   - 个人投资者（含基金）需缴纳20%的利息所得税，实际派发金额为1.20元/张（税后）。  
   - 居民企业需自行缴纳企业所得税，实际派发金额为1.50元/张（含税）。  
   - 非居民企业（如QFII、RQFII）在2025年12月31日前仍享受免税政策，实际派发金额为1.50元/张（含税）。

5. **转股价格多次调整，最新为95.46元/股**：由于公司多次实施权益分派及限制性股票回购注销，珀莱转债的转股价格自初始的195.98元/股逐步下调，最新调整为95.46元/股（2025年10月17日起生效）。

## 关键数据对比

- **票面利率**：1.50%（含税）
- **每张兑息金额**：1.50元（含税）
- **个人投资者实际派发金额**：1.20元（税后）
- **居民企业实际派发金额**：1.50元（含税）
- **非居民企业实际派发金额**：1.50元（含税）
- **最新转股价格**：95.46元/股（2025年10月17日起生效）
- **初始转股价格**：195.98元/股

## 风险提示

- **兑息资金划付风险**：若公司未按时足额将兑息资金划入中国证券登记结算有限责任公司上海分公司指定账户，可能导致委托代理兑息服务终止，后续兑息工作需公司自行负责。
- **转股价格调整频繁**：由于公司多次实施权益分派及限制性股票回购注销，转股价格频繁调整，可能影响可转债持有人的转股意愿和投资回报。
- **税收政策变动风险**：非居民企业目前享受免税政策，但该政策在2025年12月31日后可能发生变化，需关注后续政策调整对利息收益的影响。证券代码：603605
证券简称：珀莱雅
公告编号：2025-080
债券代码：113634
债券简称：珀莱转债
珀莱雅化妆品股份有限公司关于“珀莱转债”2025年付息公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。

---
（10）因公司2022年限制性股票激励计划部分股权激励限制性股票242,424股回购注销完成，自2025年8月26日起，珀莱转债转股价格调整为96.26元/股，具体内容详见公司于2025年8月25日在上海证券交易所网站（www.sse.com.cn）披露的《珀莱雅化妆品股份有限公司关于“珀莱转债”转股价格调整暨转股停牌的公告》（公告编号：2025-038）。
（11）因公司实施2025年半年度权益分派方案，自2025年10月17日起，珀莱转债转股价格调整为95.46元/股，具体内容详见公司于2025年10月13日在上海证券交易所网站（www.sse.com.cn）披露的《珀莱雅化妆品股份有限公司关于2025年半年度权益分派调整可转债转股价格的公告》（公告编号：2025-065）。
（12）公司于2025年11月18日完成回购注销2022年限制性股票激励计划部分股权激励限制性股票29,344股，因本次限制性股票回购注销数量占公司总股本比例较小，经计算并四舍五入，本次回购注销完成后，珀莱转债转股价格未发生变化，仍为95.46元/股，故公司本次限制性股票回购注销完成后不调整“珀莱转债”的转股价格，具体内容详见公司于2025年11月20日在上海证券交易所网站（www.sse.com.cn）披露的《珀莱雅化妆品股份有限公司关于部分限制性股票回购注销实施完成暨不调整“珀莱转债”转股价格的公告》（公告编号：2025-078）。
15、信用评级情况：公司主体信用等级为“AA”，本次可转债信用等级为“AA”，评级展望为“稳定”。
16、信用评级机构：联合资信评估股份有限公司
17、担保情况：本次发行的可转换公司债券不提供担保。
18、登记、托管、委托债券派息、兑付机构：中国证券登记结算有限责任公司上海分公司
",2025-12-02,announcement,0.4489,"珀莱雅:关于""珀莱转债""2025年付息公告",https://m.wind.com.cn/mobwftweb/M/?code=B48E6CD83597&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/F0AFF4DF83A8272F1D2F0C0C01C64AE3
"### 珀莱雅2025年半年度现金分红每股0.80元

- **重要内容提示**  
  - A股每股现金红利0.80元（含税）  
  - 股权登记日：2025年10月16日  
  - 除权（息）日及现金红利发放日：2025年10月17日  
  - 除权（息）参考价格计算公式：前收盘价格 - 0.796元/股  

- **差异化分红送转方案**  
  - 以393,794,467股为基数，每股派发现金红利0.80元（含税）  
  - 合计派发现金红利315,035,573.60元（含税）  
  - 回购专用账户中的2,210,825股不参与分红  
  - 除权（息）参考价格中每股现金红利为0.796元，系总股本摊薄调整后计算  

- **分配实施办法**  
  - 无限售股红利由结算公司通过指定交易的证券营业部派发  
  - 未指定交易的股东红利暂由结算公司保管  
  - 侯军呈的现金红利由公司直接发放  
  - 回购账户（B882678426）不参与利润分配  

- **扣税说明**  
  - 个人股东及基金：  
    - 持股超1年，免税，每股0.80元  
    - 持股1年以内，暂不扣税，转让时补税  
    - 实际税负根据持股期限分别为20%、10%、0%  
  - 有限售股自然人股东：按10%税率代扣代缴，每股实际派发0.72元  
  - QFII股东：按10%税率代扣代缴，每股实际派发0.72元  
  - 沪港通投资者：按10%税率代扣所得税，每股实际派发0.72元  
  - 其他机构及法人股东：不代扣代缴，实际派发0.80元  

- **相关价格和比例调整情况**  
  - “珀莱转债”转股价格由96.26元/股调整为95.46元/股  
  - 调整后价格于2025年10月17日生效  

- **咨询方式**  
  - 联系部门：董事会办公室  
  - 联系电话：0571-87352850证券代码：603605
证券简称：珀莱雅债券简称：珀莱转债
公告编号：2025-066
债券代码：113634
珀莱雅化妆品股份有限公司2025年半年度权益分派实施公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
",2025-10-13,announcement,0.4449,珀莱雅:2025年半年度权益分派实施公告,https://m.wind.com.cn/mobwftweb/M/?code=0F0503264805&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/7D7093A4AC18BB84EEFF899238C77885
"### 珀莱雅首次实施股份回购进展公告

**一、回购股份的基本情况**  
公司于2025年12月30日召开董事会，审议通过以自有资金通过集中竞价方式回购股份，用于员工持股计划或股权激励，回购总额为8,000万元至15,000万元（含），回购价格不超过100元/股，且不高于董事会决议前30个交易日均价的150%。回购期限为自董事会通过之日起12个月内，即2025年12月30日至2026年12月29日。该方案已于2025年12月31日在上海证券交易所官网披露。

**二、回购股份的进展情况**  
2026年1月15日，公司首次实施回购，累计购入23.08万股，占总股本0.06%（以395,975,998股为基数），成交价格区间为69.76元/股至69.95元/股，累计支付资金1,611.9331万元（不含交易费用）。本次回购符合《上市公司股份回购规则》及上交所自律监管指引，且严格遵循既定方案。

**三、其他事项**  
公司将根据市场情况在回购期限内择机继续实施回购，并依法依规及时履行信息披露义务，提示投资者注意投资风险。公告未提及后续回购计划的具体时间安排或数量预期。一、回购股份的基本情况
公司于2025年12月30日召开第四届董事会第十一次会议，审议通过了《关于以集中竞价交易方式回购股份方案的议案》，同意公司以自有资金通过集中竞价交易方式进行股份回购，并在未来适宜时机用于股权激励或员工持股计划。本次回购资金总额不低于人民币8,000万元（含本数）,不超过人民币15,000万元（含本数），回购的价格不超过人民币100元/股（含），不高于董事会通过回购决议前30个交易日公司股票交易均价的150%，回购期限为自公司董事会审议通过本次回购股份方案之日起12个月内。具体内容详见公司于2025年12月31日在上海证券交易所网站（www.sse.com.cn）披露的《关于以集中竞价交易方式回购股份方案的公告暨回购报告书》（公告编号：2025-081）。
二、回购股份的进展情况
根据《上市公司股份回购规则》、《上海证券交易所上市公司自律监管指引第7号——回购股份》等相关规定，现将公司首次回购股份情况公告如下：
2026年1月15日，公司通过集中竞价交易方式首次回购公司股份230,800股，占公司目前总股本的比例为0.06%，回购成交的最高价为69.95元/股，最低价为69.76元/股，支付的资金总额为人民币16,119,331.00元（不含印花税、佣金等交易费用)。
本次回购股份符合法律法规的规定及公司的回购股份方案。
三、其他事项
公司将严格按照《上市公司股份回购规则》《上海证券交易所上市公司自律监管指引第7号——回购股份》等相关规定，在回购期限内根据市场情况择机做出回购决策并予以实施，同时根据回购股份事项进展情况及时履行信息披露义务，敬请广大投资者注意投资风险。
特此公告。
珀莱雅化妆品股份有限公司董事会
2026年1月16日
",2026-01-16,announcement,0.4443,珀莱雅:关于以集中竞价交易方式首次回购股份的公告,https://m.wind.com.cn/mobwftweb/M/?code=DAC3685A4E7A&lan=zh&device=pc&terminaltype=COM.WINDRAG&version=26.5.0.39845&gateway=na#/NA/3073ABD0FE3305A937E8F9CAE00D04E7
