reportDate,thscode,secName,ctime,reportTitle,pdfURL,seq,time
2026-07-04,,天赐材料,2026-07-03 19:48:07,天赐材料：投资决策管理制度（2026年7月）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467154&token=NTE3NjQ2NzE1NDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6YmQ4ZWE3MWQzYWIyNzAwOGU1ZTdjMGVjMTEwODBhYzY=&userid=853692789&ip=47.94.147.190,5176467154,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：董事会秘书工作细则（2026年7月）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467131&token=NTE3NjQ2NzEzMTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6N2IyNDc4NzQ2M2JkOWJiYzIxMGNmYmJiMzNmNzUyMzk=&userid=853692789&ip=47.94.147.190,5176467131,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：关于变更公司注册资本暨修订公司章程部分条款的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467129&token=NTE3NjQ2NzEyOTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MDM5YTVhMDFkNjMxNjA5MmM2ZTViZmQwODdiMzE1ZTc=&userid=853692789&ip=47.94.147.190,5176467129,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：董事会议事规则（2026年7月）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467126&token=NTE3NjQ2NzEyNjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZGM4MWYxNGEzYjYwNmFjNmFmMTA0OTM4OTI5YWRjNTE=&userid=853692789&ip=47.94.147.190,5176467126,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：关于子公司南通天赐终止年产24.3万吨锂电及含氟新材料项目的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467128&token=NTE3NjQ2NzEyODo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZmIyNDgyY2Q2ZDk1Njk2MTk2ZGEwYjJjNTBkMWM3ZDc=&userid=853692789&ip=47.94.147.190,5176467128,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：公司章程（2026年7月）,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467130&token=NTE3NjQ2NzEzMDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6YTljYWE4YTRkOTBjN2JkZTc0YWZiNDk4MTVmYzA1MDg=&userid=853692789&ip=47.94.147.190,5176467130,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：关于召开2026年第二次临时股东会通知的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467144&token=NTE3NjQ2NzE0NDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MTdlZTljZWY0NzQxYzYxNDUzN2ViNzQxZTQ2ZTY5Y2Q=&userid=853692789&ip=47.94.147.190,5176467144,
2026-07-04,,天赐材料,2026-07-03 19:48:04,天赐材料：第七届董事会第四次会议决议的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5176467132&token=NTE3NjQ2NzEzMjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZjBkMTk1M2QyMmFlMjBkMjRmMGFkZTFhYTRiYTgzYWI=&userid=853692789&ip=47.94.147.190,5176467132,
2026-06-09,,天赐材料,2026-06-08 15:52:02,天赐材料：关于为子公司提供担保的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5142075488&token=NTE0MjA3NTQ4ODo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NjQ0MTBhMGEwM2VlNjljYWMwNWFiZjJhN2VkNDhhMTA=&userid=853692789&ip=47.94.147.190,5142075488,
2026-06-03,,天赐材料,2026-06-02 16:13:05,天赐材料：关于注销募集资金现金管理专用结算账户的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5130673695&token=NTEzMDY3MzY5NTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ODIxZjg2YmNjY2NjOGEzNjk4MDg0YzA4MDkzNWFiNTI=&userid=853692789&ip=47.94.147.190,5130673695,
2026-06-02,,天赐材料,2026-06-01 16:32:55,天赐材料：关于与楚能新能源签订生产材料采购合作协议的进展公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5127411042&token=NTEyNzQxMTA0Mjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NDFhZjEzNTZkNmNhN2M1M2ExYzllNTQ3ZTM4NTdlMTc=&userid=853692789&ip=47.94.147.190,5127411042,
2026-05-27,,天赐材料,2026-05-26 16:27:06,天赐材料：第七届董事会第三次会议决议的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5116093850&token=NTExNjA5Mzg1MDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZmJmMTYzY2I4MGU5NzMwMWI1YWVjNjFlMzJmNDBiMjA=&userid=853692789&ip=47.94.147.190,5116093850,
2026-05-27,,天赐材料,2026-05-26 16:27:05,天赐材料：关于开展年产16万吨高压实磷酸铁锂项目前期工作的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5116093782&token=NTExNjA5Mzc4Mjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZGQ5MTQ3YjA2MGQwNzM3YTUzMGVmMjA1NGE5MTFjMDY=&userid=853692789&ip=47.94.147.190,5116093782,
2026-05-26,,天赐材料,2026-05-25 17:47:03,天赐材料：关于使用部分闲置募集资金进行现金管理的进展公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5114761110&token=NTExNDc2MTExMDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MGE1MjRhYjJiN2RhYmYzMTBhZTYyNjc1YzVhZGJkOTQ=&userid=853692789&ip=47.94.147.190,5114761110,
2026-04-28,,天赐材料,2026-04-27 19:12:14,天赐材料：2026年一季度报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5053175449&token=NTA1MzE3NTQ0OTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MWRhNzdkYzBkN2RjYjhhM2VlNzIyOWE3ZjBkMjk5YmQ=&userid=853692789&ip=47.94.147.190,5053175449,
2026-04-28,,天赐材料,2026-04-27 19:12:13,天赐材料：第七届董事会第二次会议决议的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5053175111&token=NTA1MzE3NTExMTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NzZjYzY4NDM2NmIyZjU3MjdjMDFhMzIxNmU4YzFmZDU=&userid=853692789&ip=47.94.147.190,5053175111,
2026-04-25,,天赐材料,2026-04-24 19:57:23,天赐材料：关于使用部分闲置募集资金进行现金管理的进展公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5048266624&token=NTA0ODI2NjYyNDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6N2Q3YTRmMjgzNmI4NGUwZWVmMGZhMWQ5ODBiYWI3N2U=&userid=853692789&ip=47.94.147.190,5048266624,
2026-04-22,,天赐材料,2026-04-21 18:58:12,天赐材料：2025年度及回报股东特别分红权益分派实施公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5039844987&token=NTAzOTg0NDk4Nzo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6OWZkYWM5ZTRhYjFjMjQ4NTA3NDdkZWFlNzM5ZjQ2NjE=&userid=853692789&ip=47.94.147.190,5039844987,
2026-04-02,,天赐材料,2026-04-01 17:53:42,天赐材料：关于公司提起诉讼的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5002638985&token=NTAwMjYzODk4NTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MWU5MGIyMmMxZGM1NzU0YWYyOWY4MDg2MzcyM2EzMjk=&userid=853692789&ip=47.94.147.190,5002638985,
2026-04-02,,天赐材料,2026-04-01 17:53:42,天赐材料：董事长、董事会秘书、证券事务代表联系方式的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5002638934&token=NTAwMjYzODkzNDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6YTc4NjU3ZDhjMDFkM2IyMTVjMzhmNzczZjVhOGNiNjY=&userid=853692789&ip=47.94.147.190,5002638934,
2026-04-02,,天赐材料,2026-04-01 17:53:42,天赐材料：第七届董事会第一次会议决议的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5002638909&token=NTAwMjYzODkwOTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NTAzMzAyZjkyMzBmZmUxYmExMjcwOGRlYzU4ZTVjZTI=&userid=853692789&ip=47.94.147.190,5002638909,
2026-04-01,,天赐材料,2026-03-31 19:05:27,天赐材料：北京国枫律师事务所关于广州天赐高新材料股份有限公司2025年度股东会的法律意见,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5001328595&token=NTAwMTMyODU5NTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6YTJlZjRmZTBiOTczMDA0ZDJiYjVhMTIyYzdiODg1NjU=&userid=853692789&ip=47.94.147.190,5001328595,
2026-04-01,,天赐材料,2026-03-31 19:05:14,天赐材料：2025年度股东会决议公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5001328249&token=NTAwMTMyODI0OTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6OWU3OTI3M2JkZTk5NzIwNzMyZTkyNzllNmQ1MDc1ODQ=&userid=853692789&ip=47.94.147.190,5001328249,
2026-03-31,,天赐材料,2026-03-31 17:36:37,天赐材料：2026年3月30日投资者关系活动记录表,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5001213859&token=NTAwMTIxMzg1OTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZTUxYTQ0OGRmYjQ1MDhmYzE3MzczOGNhNjMxN2Q5MzY=&userid=853692789&ip=47.94.147.190,5001213859,
2026-03-31,,天赐材料,2026-03-30 21:00:25,天赐材料：关于董事和高级管理人员股份减持计划期限届满暨实施结果的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=5000609879&token=NTAwMDYwOTg3OTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6OWRkMDA0MmVmZDg4Nzg2NzcwYjFhOGY4ODk0OGRjYTk=&userid=853692789&ip=47.94.147.190,5000609879,
2026-03-28,,天赐材料,2026-03-27 18:25:47,天赐材料：关于申请发行境外上市股份（H股）并上市的进展公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4997779691&token=NDk5Nzc3OTY5MTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ODA5NmExOWFmYjE3ODczMjIzNDk1ZjdmZGI3ZGMwOWE=&userid=853692789&ip=47.94.147.190,4997779691,
2026-03-27,,天赐材料,2026-03-26 18:00:33,天赐材料：关于公司2024年股票期权激励计划首次授予部分第一个行权期集中行权结果暨股份上市的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4996305390&token=NDk5NjMwNTM5MDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MGY4M2ViOWNkODBjY2Y1NWI5NGJmMmQ4ODYyY2IyZDE=&userid=853692789&ip=47.94.147.190,4996305390,
2026-03-27,,天赐材料,2026-03-26 15:55:07,天赐材料：关于召开2025年度股东会的提示性公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4996215950&token=NDk5NjIxNTk1MDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MzVlZDllYmIwMGYxNThkZDFhNzU1YTc1NmNhZjI1MGM=&userid=853692789&ip=47.94.147.190,4996215950,
2026-03-26,,天赐材料,2026-03-25 17:05:09,天赐材料：关于使用部分闲置募集资金进行现金管理的进展公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4994855277&token=NDk5NDg1NTI3Nzo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MTc3ODM5ZWRlNjQ2ZDI3OWIwYTkxMzNlNzI4ZDRmZTI=&userid=853692789&ip=47.94.147.190,4994855277,
2026-03-19,,天赐材料,2026-03-18 16:16:51,天赐材料：关于2024年股票期权激励计划部分股票期权注销完成的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4974390710&token=NDk3NDM5MDcxMDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NGNiODI2Y2MwNjQzZTI3ZThlNWM1ZGU5YWMxMzFkOTc=&userid=853692789&ip=47.94.147.190,4974390710,
2026-03-19,,天赐材料,2026-03-18 16:16:51,天赐材料：关于召开2025年度业绩说明会的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4974390601&token=NDk3NDM5MDYwMTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MGE4NzFiYWM2M2NmNjUyZTViM2MzZWYwZGVhZTVjN2U=&userid=853692789&ip=47.94.147.190,4974390601,
2026-03-12,,天赐材料,2026-03-11 16:31:03,天赐材料：关于为子公司提供担保的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4963957926&token=NDk2Mzk1NzkyNjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MGRmZDlhZjBiYmU4YzkwZDU4OTQwNzBiZTc3MmRkNDk=&userid=853692789&ip=47.94.147.190,4963957926,
2026-03-11,,天赐材料,2026-03-11 08:57:37,天赐材料：2026年3月10日投资者关系活动记录表,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4963228891&token=NDk2MzIyODg5MTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6ZWViMGYzNWNkNDE3ODM5NTEwYzYzMjhmODQyY2M2NTA=&userid=853692789&ip=47.94.147.190,4963228891,
2026-03-10,,天赐材料,2026-03-09 20:02:14,天赐材料：天赐材料2025年社会责任报告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960656104&token=NDk2MDY1NjEwNDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MTc4ODYwY2Q3OTU2Njg0ZTFiN2M1NmIwYmZjM2Q5MjA=&userid=853692789&ip=47.94.147.190,4960656104,
2026-03-10,,天赐材料,2026-03-09 20:01:25,天赐材料：上海兰迪律师事务所关于广州天赐高新材料股份有限公司2024年股票期权激励计划调整股票期权行权价格暨首次授予部分第一个行权期行权条件成就和注销部分股票期权的法律意见书,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960654216&token=NDk2MDY1NDIxNjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6NzY1N2JlM2U0MzQ1NTNhNmMzYjIxYzhhYzZjNGYyYWQ=&userid=853692789&ip=47.94.147.190,4960654216,
2026-03-10,,天赐材料,2026-03-09 20:01:20,天赐材料：董事会薪酬与考核委员会关于公司2024年股票期权激励计划相关事项的核查意见,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960654190&token=NDk2MDY1NDE5MDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6MmZhYjM0OWRhMzIzM2QwMTYwNGFlMDRkNWQzYmY4NWQ=&userid=853692789&ip=47.94.147.190,4960654190,
2026-03-10,,天赐材料,2026-03-09 20:01:13,天赐材料：关于调整2024年股票期权激励计划行权价格的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960654140&token=NDk2MDY1NDE0MDo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6OWYzYTNmZDJhOTEwYzg1ZTExMzQwY2ZiNmEwNWUyY2E=&userid=853692789&ip=47.94.147.190,4960654140,
2026-03-10,,天赐材料,2026-03-09 20:00:33,天赐材料：关于开展2026年度期货和衍生品业务的公告,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960652502&token=NDk2MDY1MjUwMjo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6Y2E0MmVkMzZiODdjZjdjZjhkMjU5MjUwNzdmNmNkNWU=&userid=853692789&ip=47.94.147.190,4960652502,
2026-03-10,,天赐材料,2026-03-09 20:00:33,天赐材料：上海兰迪律师事务所关于广州天赐高新材料股份有限公司2024年股票期权激励计划调整股票期权行权价格暨首次授予部分第一个行权期行权条件成就和注销部分股票期权的法律意见书,http://ft.10jqka.com.cn/standardgwapi/api/news_service/pubnote/download/resource?seq=4960652455&token=NDk2MDY1MjQ1NTo6OmRzc2VydmljZTo4NTM2OTI3ODk6NDcuOTQuMTQ3LjE5MDo6MTowOjE3ODY1OTUyMjU6YmNjNjk2NzFmYmE2ZmQ3NWNiOTA5YzNiYWU3YjM1NmE=&userid=853692789&ip=47.94.147.190,4960652455,
